session_id,site1,time1,site2,time2,site3,time3,site4,time4,site5,time5,site6,time6,site7,time7,site8,time8,site9,time9,site10,time10,target
3957,26385,21/02/2014 8:54,23861,21/02/2014 8:54,4715,21/02/2014 8:54,23861,21/02/2014 8:54,23861,21/02/2014 8:54,3000,21/02/2014 8:55,29,21/02/2014 8:55,37,21/02/2014 8:55,26413,21/02/2014 8:55,26385,21/02/2014 8:55,0
3958,2606,21/02/2014 9:07,2611,21/02/2014 9:07,853,21/02/2014 9:07,2610,21/02/2014 9:07,131,21/02/2014 9:07,148,21/02/2014 9:07,319,21/02/2014 9:07,322,21/02/2014 9:07,156,21/02/2014 9:07,148,21/02/2014 9:07,0
3959,21,21/02/2014 9:11,21,21/02/2014 9:11,22,21/02/2014 9:11,23,21/02/2014 9:11,21,21/02/2014 9:12,13600,21/02/2014 9:12,23,21/02/2014 9:12,22,21/02/2014 9:12,21,21/02/2014 9:12,13600,21/02/2014 9:12,0
3960,26383,21/02/2014 9:11,26383,21/02/2014 9:11,26383,21/02/2014 9:11,26435,21/02/2014 9:11,26383,21/02/2014 9:11,26386,21/02/2014 9:11,26435,21/02/2014 9:11,26383,21/02/2014 9:11,26413,21/02/2014 9:11,4715,21/02/2014 9:11,0
3961,23,21/02/2014 9:11,13932,21/02/2014 9:11,23,21/02/2014 9:11,1447,21/02/2014 9:11,774,21/02/2014 9:12,1039,21/02/2014 9:12,812,21/02/2014 9:12,570,21/02/2014 9:12,812,21/02/2014 9:13,570,21/02/2014 9:14,0
3962,39,21/02/2014 9:56,814,21/02/2014 9:56,676,21/02/2014 9:56,679,21/02/2014 9:56,23,21/02/2014 9:56,812,21/02/2014 9:56,814,21/02/2014 9:56,774,21/02/2014 9:56,815,21/02/2014 9:56,570,21/02/2014 9:56,0
3963,222,21/02/2014 10:30,23,21/02/2014 10:30,52,21/02/2014 10:30,52,21/02/2014 10:30,53,21/02/2014 10:30,23,21/02/2014 10:30,53,21/02/2014 10:30,21,21/02/2014 10:31,196,21/02/2014 10:31,197,21/02/2014 10:31,0
3964,778,21/02/2014 10:41,780,21/02/2014 10:41,780,21/02/2014 10:41,780,21/02/2014 10:41,778,21/02/2014 10:41,780,21/02/2014 10:41,780,21/02/2014 10:42,780,21/02/2014 10:42,780,21/02/2014 10:43,21,21/02/2014 10:43,0
3965,29,21/02/2014 11:24,161,21/02/2014 11:24,23,21/02/2014 11:24,625,21/02/2014 11:24,152,21/02/2014 11:25,355,21/02/2014 11:25,21,21/02/2014 11:25,56,21/02/2014 11:27,55,21/02/2014 11:27,55,21/02/2014 11:27,0
3966,242,21/02/2014 11:50,38,21/02/2014 11:50,23,21/02/2014 11:50,242,21/02/2014 11:50,182,21/02/2014 11:50,242,21/02/2014 11:50,23,21/02/2014 11:53,21,21/02/2014 11:53,21,21/02/2014 11:54,52,21/02/2014 11:54,0
3967,942,21/02/2014 11:51,890,21/02/2014 11:51,942,21/02/2014 11:51,941,21/02/2014 11:51,890,21/02/2014 11:51,941,21/02/2014 11:51,942,21/02/2014 11:51,942,21/02/2014 11:51,941,21/02/2014 11:51,890,21/02/2014 11:51,0
3968,941,21/02/2014 11:51,941,21/02/2014 11:51,890,21/02/2014 11:51,941,21/02/2014 11:51,942,21/02/2014 11:51,942,21/02/2014 11:51,941,21/02/2014 11:51,941,21/02/2014 11:51,942,21/02/2014 11:51,3848,21/02/2014 11:51,0
3969,3847,21/02/2014 11:52,941,21/02/2014 11:52,3846,21/02/2014 11:52,3847,21/02/2014 11:52,942,21/02/2014 11:52,3847,21/02/2014 11:52,941,21/02/2014 11:52,942,21/02/2014 11:52,3846,21/02/2014 11:52,890,21/02/2014 11:52,0
3970,942,21/02/2014 11:52,3846,21/02/2014 11:52,3847,21/02/2014 11:52,941,21/02/2014 11:52,3846,21/02/2014 11:52,890,21/02/2014 11:52,3847,21/02/2014 11:52,942,21/02/2014 11:52,941,21/02/2014 11:52,890,21/02/2014 11:52,0
3971,39,21/02/2014 12:00,812,21/02/2014 12:00,812,21/02/2014 12:00,570,21/02/2014 12:00,815,21/02/2014 12:00,570,21/02/2014 12:01,812,21/02/2014 12:01,812,21/02/2014 12:01,22,21/02/2014 12:01,21,21/02/2014 12:01,0
3972,21,21/02/2014 12:35,21,21/02/2014 12:35,21,21/02/2014 12:35,21,21/02/2014 12:35,3350,21/02/2014 12:35,961,21/02/2014 12:36,961,21/02/2014 12:36,961,21/02/2014 12:36,961,21/02/2014 12:36,961,21/02/2014 12:37,0
3973,21145,21/02/2014 13:00,80,21/02/2014 13:01,82,21/02/2014 13:01,21145,21/02/2014 13:01,82,21/02/2014 13:01,21145,21/02/2014 13:01,21145,21/02/2014 13:01,82,21/02/2014 13:01,21145,21/02/2014 13:01,80,21/02/2014 13:01,0
3974,500,21/02/2014 13:01,500,21/02/2014 13:01,23861,21/02/2014 13:03,30,21/02/2014 13:04,508,21/02/2014 13:05,32,21/02/2014 13:05,507,21/02/2014 13:05,502,21/02/2014 13:05,503,21/02/2014 13:05,501,21/02/2014 13:05,0
3975,80,21/02/2014 13:06,80,21/02/2014 13:06,80,21/02/2014 13:06,76,21/02/2014 13:06,82,21/02/2014 13:06,76,21/02/2014 13:06,76,21/02/2014 13:06,881,21/02/2014 13:06,76,21/02/2014 13:06,52,21/02/2014 13:06,0
3976,359,21/02/2014 13:34,167,21/02/2014 13:34,167,21/02/2014 13:34,3,21/02/2014 13:34,170,21/02/2014 13:46,270,21/02/2014 13:50,270,21/02/2014 13:50,167,21/02/2014 13:50,167,21/02/2014 13:50,167,21/02/2014 13:50,0
3977,270,21/02/2014 13:50,167,21/02/2014 13:50,167,21/02/2014 13:50,167,21/02/2014 13:50,778,21/02/2014 13:50,779,21/02/2014 13:50,779,21/02/2014 13:50,778,21/02/2014 13:50,778,21/02/2014 13:50,779,21/02/2014 13:50,0
3978,1098,21/02/2014 14:09,1098,21/02/2014 14:11,1098,21/02/2014 14:15,1098,21/02/2014 14:15,1098,21/02/2014 14:15,1098,21/02/2014 14:15,1098,21/02/2014 14:16,1098,21/02/2014 14:27,1098,21/02/2014 14:27,1098,21/02/2014 14:39,0
3979,780,21/02/2014 14:38,780,21/02/2014 14:38,780,21/02/2014 14:38,780,21/02/2014 14:38,778,21/02/2014 14:38,780,21/02/2014 14:38,780,21/02/2014 14:38,780,21/02/2014 14:42,780,21/02/2014 14:42,780,21/02/2014 14:43,0
3980,52,21/02/2014 14:46,513,21/02/2014 14:46,747,21/02/2014 14:46,4121,21/02/2014 14:46,53,21/02/2014 14:46,23,21/02/2014 14:46,140,21/02/2014 14:46,52,21/02/2014 14:46,747,21/02/2014 14:46,747,21/02/2014 14:46,0
3981,778,21/02/2014 14:48,780,21/02/2014 14:48,780,21/02/2014 14:49,778,21/02/2014 14:49,780,21/02/2014 14:49,780,21/02/2014 14:49,780,21/02/2014 15:00,780,21/02/2014 15:02,780,21/02/2014 15:12,780,21/02/2014 15:12,0
3982,1098,21/02/2014 14:57,1098,21/02/2014 14:57,30,21/02/2014 14:57,1098,21/02/2014 14:57,1098,21/02/2014 14:58,1098,21/02/2014 14:58,1098,21/02/2014 14:58,1098,21/02/2014 14:58,1098,21/02/2014 14:58,1098,21/02/2014 14:59,0
3983,2428,21/02/2014 16:45,2425,21/02/2014 16:45,140,21/02/2014 16:45,2428,21/02/2014 16:45,2428,21/02/2014 16:45,140,21/02/2014 16:45,393,21/02/2014 16:45,2427,21/02/2014 16:45,2428,21/02/2014 16:45,2428,21/02/2014 16:46,0
3984,21,21/02/2014 16:46,4199,21/02/2014 16:46,23,21/02/2014 16:46,29,21/02/2014 16:46,4201,21/02/2014 16:46,1379,21/02/2014 16:46,4201,21/02/2014 16:46,4199,21/02/2014 16:47,4199,21/02/2014 16:47,23,21/02/2014 16:47,0
3985,2428,21/02/2014 17:15,2428,21/02/2014 17:15,2428,21/02/2014 17:15,2428,21/02/2014 17:15,2428,21/02/2014 17:15,2428,21/02/2014 17:16,2428,21/02/2014 17:16,2428,21/02/2014 17:16,2428,21/02/2014 17:16,2428,21/02/2014 17:16,0
3986,1035,21/02/2014 21:25,21,21/02/2014 21:25,22,21/02/2014 21:25,23,21/02/2014 21:25,270,21/02/2014 21:25,21,21/02/2014 21:25,270,21/02/2014 21:25,270,21/02/2014 21:25,270,21/02/2014 21:25,270,21/02/2014 21:25,0
3987,29,22/02/2014 8:19,33,22/02/2014 8:19,29,22/02/2014 8:19,3690,22/02/2014 8:19,3690,22/02/2014 8:19,30,22/02/2014 8:19,3690,22/02/2014 8:19,3690,22/02/2014 8:19,37,22/02/2014 8:19,37,22/02/2014 8:19,0
3988,161,22/02/2014 8:25,1160,22/02/2014 8:25,1154,22/02/2014 8:25,1154,22/02/2014 8:25,1154,22/02/2014 8:25,37,22/02/2014 8:25,1154,22/02/2014 8:25,1154,22/02/2014 8:25,1161,22/02/2014 8:25,1154,22/02/2014 8:25,0
3989,486,22/02/2014 8:28,117,22/02/2014 8:28,167,22/02/2014 8:28,167,22/02/2014 8:28,37,22/02/2014 8:28,2765,22/02/2014 8:28,29,22/02/2014 8:28,2765,22/02/2014 8:28,167,22/02/2014 8:28,384,22/02/2014 8:28,0
3990,35563,22/02/2014 8:47,21,22/02/2014 8:47,21,22/02/2014 8:47,22,22/02/2014 8:47,23,22/02/2014 8:47,21,22/02/2014 8:48,45,22/02/2014 8:48,21,22/02/2014 8:49,22,22/02/2014 8:49,23,22/02/2014 8:49,0
3991,142,22/02/2014 8:52,37,22/02/2014 8:52,141,22/02/2014 8:52,2599,22/02/2014 8:52,3772,22/02/2014 8:52,162,22/02/2014 8:52,3772,22/02/2014 8:52,145,22/02/2014 8:52,3772,22/02/2014 8:53,142,22/02/2014 8:53,0
3992,30,22/02/2014 8:53,143,22/02/2014 8:53,142,22/02/2014 8:53,138,22/02/2014 8:53,390,22/02/2014 8:53,457,22/02/2014 8:53,140,22/02/2014 8:53,145,22/02/2014 8:53,462,22/02/2014 8:53,3776,22/02/2014 8:53,0
3993,81,22/02/2014 8:57,81,22/02/2014 8:57,80,22/02/2014 8:57,80,22/02/2014 8:57,80,22/02/2014 8:57,80,22/02/2014 8:57,80,22/02/2014 8:58,80,22/02/2014 8:58,81,22/02/2014 8:58,81,22/02/2014 8:58,0
3994,21,22/02/2014 8:59,21,22/02/2014 8:59,229,22/02/2014 8:59,21,22/02/2014 8:59,229,22/02/2014 8:59,21,22/02/2014 8:59,7410,22/02/2014 8:59,7412,22/02/2014 8:59,21,22/02/2014 8:59,7412,22/02/2014 8:59,0
3995,30,22/02/2014 9:00,75,22/02/2014 9:00,23748,22/02/2014 9:00,85,22/02/2014 9:00,30,22/02/2014 9:00,33,22/02/2014 9:00,35,22/02/2014 9:00,29,22/02/2014 9:00,23748,22/02/2014 9:00,37,22/02/2014 9:01,0
3996,2590,22/02/2014 9:13,384,22/02/2014 9:13,167,22/02/2014 9:13,2589,22/02/2014 9:13,458,22/02/2014 9:13,457,22/02/2014 9:13,2589,22/02/2014 9:13,29,22/02/2014 9:13,30,22/02/2014 9:13,2847,22/02/2014 9:13,0
3997,392,22/02/2014 9:18,38,22/02/2014 9:18,2287,22/02/2014 9:18,148,22/02/2014 9:18,33,22/02/2014 9:18,37,22/02/2014 9:18,35,22/02/2014 9:18,29,22/02/2014 9:18,148,22/02/2014 9:18,229,22/02/2014 9:19,0
3998,21,22/02/2014 9:20,2054,22/02/2014 9:21,2799,22/02/2014 9:21,2800,22/02/2014 9:21,2801,22/02/2014 9:21,21,22/02/2014 9:21,142,22/02/2014 9:21,2800,22/02/2014 9:21,141,22/02/2014 9:21,2802,22/02/2014 9:21,0
3999,2934,22/02/2014 9:27,23,22/02/2014 9:27,22,22/02/2014 9:27,39,22/02/2014 9:27,29,22/02/2014 9:27,35,22/02/2014 9:27,33,22/02/2014 9:27,39,22/02/2014 9:28,270,22/02/2014 9:35,270,22/02/2014 9:35,0
4000,17620,22/02/2014 9:51,17620,22/02/2014 9:51,17620,22/02/2014 9:51,17620,22/02/2014 9:51,17620,22/02/2014 9:51,37,22/02/2014 9:51,17620,22/02/2014 9:51,17620,22/02/2014 9:51,17620,22/02/2014 9:52,17620,22/02/2014 9:52,0
4001,17620,22/02/2014 9:56,17620,22/02/2014 9:56,17620,22/02/2014 9:56,17620,22/02/2014 9:56,17620,22/02/2014 9:56,17620,22/02/2014 9:56,17620,22/02/2014 9:57,17620,22/02/2014 9:57,17620,22/02/2014 9:57,17620,22/02/2014 9:57,0
4002,23,22/02/2014 10:11,21,22/02/2014 10:11,22,22/02/2014 10:11,23,22/02/2014 10:11,23,22/02/2014 10:12,22,22/02/2014 10:12,21,22/02/2014 10:12,63,22/02/2014 10:13,66,22/02/2014 10:13,21,22/02/2014 10:14,0
4003,13063,22/02/2014 10:15,183,22/02/2014 10:15,9260,22/02/2014 10:15,13064,22/02/2014 10:15,183,22/02/2014 10:15,13066,22/02/2014 10:15,3693,22/02/2014 10:15,32,22/02/2014 10:15,33,22/02/2014 10:15,35,22/02/2014 10:15,0
4004,23695,22/02/2014 10:30,23695,22/02/2014 10:30,23695,22/02/2014 10:30,23695,22/02/2014 10:31,23695,22/02/2014 10:31,23695,22/02/2014 10:31,23695,22/02/2014 10:31,23695,22/02/2014 10:31,23695,22/02/2014 10:31,23695,22/02/2014 10:31,0
4005,306,22/02/2014 10:35,21,22/02/2014 10:35,21,22/02/2014 10:37,21,22/02/2014 10:38,658,22/02/2014 10:38,39053,22/02/2014 10:38,39054,22/02/2014 10:38,666,22/02/2014 10:38,22,22/02/2014 10:38,39053,22/02/2014 10:38,0
4006,23695,22/02/2014 10:37,23695,22/02/2014 10:37,23695,22/02/2014 10:37,23695,22/02/2014 10:37,23695,22/02/2014 10:37,23695,22/02/2014 10:37,23695,22/02/2014 10:37,23695,22/02/2014 10:38,23695,22/02/2014 10:38,23695,22/02/2014 10:38,0
4007,39,22/02/2014 10:38,22,22/02/2014 10:38,774,22/02/2014 10:38,66,22/02/2014 10:38,63,22/02/2014 10:38,774,22/02/2014 10:38,570,22/02/2014 10:39,774,22/02/2014 10:39,812,22/02/2014 10:40,1039,22/02/2014 10:41,0
4008,34,22/02/2014 10:39,23,22/02/2014 10:39,35327,22/02/2014 10:39,26,22/02/2014 10:39,37,22/02/2014 10:39,35327,22/02/2014 10:39,26,22/02/2014 10:39,27,22/02/2014 10:39,31,22/02/2014 10:39,29,22/02/2014 10:39,0
4009,7293,22/02/2014 11:10,29,22/02/2014 11:10,3861,22/02/2014 11:10,33,22/02/2014 11:10,3860,22/02/2014 11:10,3860,22/02/2014 11:10,30,22/02/2014 11:10,22,22/02/2014 11:10,39,22/02/2014 11:10,37,22/02/2014 11:10,0
4010,363,22/02/2014 11:13,384,22/02/2014 11:13,167,22/02/2014 11:13,363,22/02/2014 11:13,362,22/02/2014 11:13,364,22/02/2014 11:13,360,22/02/2014 11:13,1652,22/02/2014 11:13,363,22/02/2014 11:13,1651,22/02/2014 11:13,0
4011,400,22/02/2014 11:18,473,22/02/2014 11:18,2428,22/02/2014 11:18,397,22/02/2014 11:18,2428,22/02/2014 11:18,21,22/02/2014 11:19,387,22/02/2014 11:19,21,22/02/2014 11:19,38,22/02/2014 11:19,386,22/02/2014 11:19,0
4012,23695,22/02/2014 11:18,23695,22/02/2014 11:18,23695,22/02/2014 11:18,23695,22/02/2014 11:18,23695,22/02/2014 11:18,23695,22/02/2014 11:18,23695,22/02/2014 11:18,23695,22/02/2014 11:19,23695,22/02/2014 11:19,23695,22/02/2014 11:19,0
4013,1517,22/02/2014 11:21,3846,22/02/2014 11:21,23,22/02/2014 11:21,3847,22/02/2014 11:21,812,22/02/2014 11:22,3847,22/02/2014 11:22,941,22/02/2014 11:22,942,22/02/2014 11:22,814,22/02/2014 11:22,890,22/02/2014 11:22,0
4014,80,22/02/2014 11:50,879,22/02/2014 11:51,80,22/02/2014 11:51,879,22/02/2014 11:51,879,22/02/2014 11:51,80,22/02/2014 11:51,879,22/02/2014 11:51,879,22/02/2014 11:51,80,22/02/2014 11:51,879,22/02/2014 11:51,0
4015,879,22/02/2014 12:39,80,22/02/2014 12:39,80,22/02/2014 12:39,879,22/02/2014 12:39,879,22/02/2014 12:39,879,22/02/2014 12:39,80,22/02/2014 12:39,879,22/02/2014 12:40,879,22/02/2014 12:40,80,22/02/2014 12:40,0
4016,6281,22/02/2014 13:54,6278,22/02/2014 13:54,1234,22/02/2014 13:54,6276,22/02/2014 13:54,6277,22/02/2014 13:54,1232,22/02/2014 13:54,6277,22/02/2014 13:54,1236,22/02/2014 13:54,1237,22/02/2014 13:54,6262,22/02/2014 13:54,0
4017,55,22/02/2014 16:39,55,22/02/2014 16:39,29,22/02/2014 16:39,33,22/02/2014 16:39,24784,22/02/2014 16:39,24784,22/02/2014 16:40,21,22/02/2014 16:40,24785,22/02/2014 16:40,33,22/02/2014 16:40,24784,22/02/2014 16:40,0
4018,37,22/02/2014 18:16,21,22/02/2014 18:17,22,22/02/2014 18:17,39668,22/02/2014 18:17,22,22/02/2014 18:17,29,22/02/2014 18:17,248,22/02/2014 18:17,39668,22/02/2014 18:17,39,22/02/2014 18:17,39668,22/02/2014 18:17,0
4019,8592,22/02/2014 18:18,35,22/02/2014 18:18,33,22/02/2014 18:18,13825,22/02/2014 18:18,8592,22/02/2014 18:18,516,22/02/2014 18:18,13825,22/02/2014 18:18,8592,22/02/2014 18:18,29,22/02/2014 18:18,30,22/02/2014 18:18,0
4020,679,23/02/2014 9:41,812,23/02/2014 9:41,814,23/02/2014 9:41,23,23/02/2014 9:41,570,23/02/2014 9:41,22,23/02/2014 9:41,812,23/02/2014 9:41,814,23/02/2014 9:42,815,23/02/2014 9:42,812,23/02/2014 9:42,0
4021,38613,23/02/2014 10:32,38613,23/02/2014 10:32,38614,23/02/2014 10:32,38613,23/02/2014 10:32,38614,23/02/2014 10:32,38613,23/02/2014 10:32,23,23/02/2014 10:35,21,23/02/2014 10:35,570,23/02/2014 10:36,677,23/02/2014 10:38,0
4022,1023,23/02/2014 11:41,1024,23/02/2014 11:41,21,23/02/2014 11:46,23,23/02/2014 11:46,22,23/02/2014 11:46,22,23/02/2014 11:46,23,23/02/2014 11:46,21,23/02/2014 11:46,21,23/02/2014 11:46,516,23/02/2014 11:46,0
4023,350,23/02/2014 19:09,197,23/02/2014 19:09,21,23/02/2014 19:11,23,23/02/2014 19:11,749,23/02/2014 19:11,747,23/02/2014 19:11,616,23/02/2014 19:11,23,23/02/2014 19:11,747,23/02/2014 19:11,747,23/02/2014 19:11,0
4024,5735,23/02/2014 19:20,23,23/02/2014 19:23,21,23/02/2014 19:23,21,23/02/2014 19:27,747,23/02/2014 19:27,749,23/02/2014 19:27,23,23/02/2014 19:27,393,23/02/2014 19:27,140,23/02/2014 19:27,21,23/02/2014 19:29,0
4025,656,23/02/2014 19:31,3024,23/02/2014 19:31,3025,23/02/2014 19:31,3026,23/02/2014 19:31,35,23/02/2014 19:31,3023,23/02/2014 19:31,33,23/02/2014 19:31,2757,23/02/2014 19:31,38,23/02/2014 19:31,2757,23/02/2014 19:31,0
4026,677,23/02/2014 21:33,23,23/02/2014 21:33,39,23/02/2014 21:33,678,23/02/2014 21:33,814,23/02/2014 21:33,22,23/02/2014 21:33,616,23/02/2014 21:33,677,23/02/2014 21:33,570,23/02/2014 21:33,23,23/02/2014 21:33,0
4027,21,23/02/2014 22:52,1021,23/02/2014 22:52,1020,23/02/2014 22:52,989,23/02/2014 22:52,1020,23/02/2014 22:52,1021,23/02/2014 22:52,989,23/02/2014 22:52,21,23/02/2014 22:52,1021,23/02/2014 22:52,989,23/02/2014 22:52,0
4028,70,24/02/2014 8:05,69,24/02/2014 8:05,67,24/02/2014 8:05,167,24/02/2014 8:05,71,24/02/2014 8:05,70,24/02/2014 8:05,22,24/02/2014 8:05,23,24/02/2014 8:05,21,24/02/2014 8:05,170,24/02/2014 8:05,0
4029,176,24/02/2014 8:09,175,24/02/2014 8:09,177,24/02/2014 8:09,175,24/02/2014 8:09,178,24/02/2014 8:09,178,24/02/2014 8:09,175,24/02/2014 8:09,177,24/02/2014 8:09,3,24/02/2014 8:09,175,24/02/2014 8:09,0
4030,30194,24/02/2014 8:22,30194,24/02/2014 8:22,30194,24/02/2014 8:22,30194,24/02/2014 8:22,30194,24/02/2014 8:22,5563,24/02/2014 8:22,20,24/02/2014 8:27,21,24/02/2014 8:27,45,24/02/2014 8:30,70,24/02/2014 8:30,0
4031,21,24/02/2014 8:30,336,24/02/2014 8:30,338,24/02/2014 8:30,339,24/02/2014 8:30,23,24/02/2014 8:30,337,24/02/2014 8:30,340,24/02/2014 8:30,336,24/02/2014 8:30,21,24/02/2014 8:30,23,24/02/2014 8:30,0
4032,23,24/02/2014 8:37,21,24/02/2014 8:37,21,24/02/2014 8:37,22,24/02/2014 8:37,23,24/02/2014 8:37,21,24/02/2014 8:37,23,24/02/2014 8:37,21,24/02/2014 8:37,22,24/02/2014 8:37,3350,24/02/2014 8:37,0
4033,21,24/02/2014 8:39,38,24/02/2014 8:40,39,24/02/2014 8:40,22,24/02/2014 8:40,38,24/02/2014 8:42,21,24/02/2014 8:42,989,24/02/2014 8:42,1020,24/02/2014 8:42,989,24/02/2014 8:42,1021,24/02/2014 8:42,0
4034,774,24/02/2014 8:59,1083,24/02/2014 8:59,38,24/02/2014 8:59,1083,24/02/2014 8:59,1084,24/02/2014 8:59,812,24/02/2014 8:59,570,24/02/2014 8:59,38,24/02/2014 8:59,1083,24/02/2014 8:59,774,24/02/2014 9:00,0
4035,49,24/02/2014 9:02,753,24/02/2014 9:02,134,24/02/2014 9:02,753,24/02/2014 9:02,222,24/02/2014 9:02,1074,24/02/2014 9:02,170,24/02/2014 9:02,1074,24/02/2014 9:02,21,24/02/2014 9:02,49,24/02/2014 9:05,0
4036,812,24/02/2014 9:03,812,24/02/2014 9:07,812,24/02/2014 9:07,677,24/02/2014 9:07,812,24/02/2014 9:08,774,24/02/2014 9:08,1039,24/02/2014 9:08,1039,24/02/2014 9:12,1039,24/02/2014 9:12,812,24/02/2014 9:12,0
4037,225,24/02/2014 9:09,23,24/02/2014 9:10,19644,24/02/2014 9:10,22,24/02/2014 9:10,5826,24/02/2014 9:10,28896,24/02/2014 9:10,5773,24/02/2014 9:10,5773,24/02/2014 9:10,616,24/02/2014 9:11,617,24/02/2014 9:11,0
4038,106,24/02/2014 9:15,103,24/02/2014 9:15,103,24/02/2014 9:15,106,24/02/2014 9:15,753,24/02/2014 9:15,103,24/02/2014 9:15,105,24/02/2014 9:15,102,24/02/2014 9:15,107,24/02/2014 9:15,109,24/02/2014 9:15,0
4039,24263,24/02/2014 9:22,24263,24/02/2014 9:22,24262,24/02/2014 9:22,24263,24/02/2014 9:22,24262,24/02/2014 9:22,24265,24/02/2014 9:22,24264,24/02/2014 9:22,24263,24/02/2014 9:22,24262,24/02/2014 9:22,24264,24/02/2014 9:22,0
4040,617,24/02/2014 9:28,616,24/02/2014 9:28,225,24/02/2014 9:28,672,24/02/2014 9:28,28901,24/02/2014 9:34,28899,24/02/2014 9:34,28900,24/02/2014 9:34,225,24/02/2014 9:34,616,24/02/2014 9:34,672,24/02/2014 9:34,0
4041,16952,24/02/2014 9:31,29,24/02/2014 9:31,516,24/02/2014 9:31,106,24/02/2014 9:31,35,24/02/2014 9:31,33,24/02/2014 9:31,29,24/02/2014 9:31,16956,24/02/2014 9:31,117,24/02/2014 9:31,2757,24/02/2014 9:31,0
4042,388,24/02/2014 9:31,8374,24/02/2014 9:31,12951,24/02/2014 9:31,38,24/02/2014 9:31,12951,24/02/2014 9:31,352,24/02/2014 9:31,12954,24/02/2014 9:31,12955,24/02/2014 9:31,12953,24/02/2014 9:31,12952,24/02/2014 9:31,0
4043,23,24/02/2014 9:32,52,24/02/2014 9:32,12951,24/02/2014 9:32,156,24/02/2014 9:32,12951,24/02/2014 9:32,1379,24/02/2014 9:32,12951,24/02/2014 9:32,1379,24/02/2014 9:32,565,24/02/2014 9:32,37,24/02/2014 9:32,0
4044,791,24/02/2014 9:38,30,24/02/2014 9:38,790,24/02/2014 9:38,35,24/02/2014 9:38,29,24/02/2014 9:38,3,24/02/2014 9:38,30,24/02/2014 9:38,272,24/02/2014 9:38,791,24/02/2014 9:38,32,24/02/2014 9:38,0
4045,1434,24/02/2014 9:38,28901,24/02/2014 9:38,28901,24/02/2014 9:38,28901,24/02/2014 9:38,23,24/02/2014 9:39,21,24/02/2014 9:39,21,24/02/2014 9:39,22,24/02/2014 9:39,23,24/02/2014 9:39,21,24/02/2014 9:39,0
4046,22,24/02/2014 9:46,23,24/02/2014 9:46,22,24/02/2014 9:47,23,24/02/2014 9:47,21,24/02/2014 9:47,21,24/02/2014 9:47,8062,24/02/2014 9:47,819,24/02/2014 9:47,1065,24/02/2014 9:47,23,24/02/2014 9:47,0
4047,2181,24/02/2014 9:49,29,24/02/2014 9:49,559,24/02/2014 9:49,217,24/02/2014 9:49,4619,24/02/2014 9:49,559,24/02/2014 9:49,217,24/02/2014 9:49,1380,24/02/2014 9:49,49,24/02/2014 9:49,563,24/02/2014 9:49,0
4048,780,24/02/2014 10:25,780,24/02/2014 10:25,780,24/02/2014 10:25,167,24/02/2014 10:25,167,24/02/2014 10:25,3,24/02/2014 10:25,780,24/02/2014 10:27,780,24/02/2014 10:27,780,24/02/2014 10:27,780,24/02/2014 10:27,0
4049,780,24/02/2014 10:36,778,24/02/2014 10:36,778,24/02/2014 10:36,780,24/02/2014 10:36,780,24/02/2014 10:36,780,24/02/2014 10:36,780,24/02/2014 10:36,780,24/02/2014 10:36,780,24/02/2014 10:36,780,24/02/2014 10:37,0
4050,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,0
4051,778,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,780,24/02/2014 10:38,778,24/02/2014 10:38,0
4052,778,24/02/2014 10:39,780,24/02/2014 10:39,780,24/02/2014 10:39,780,24/02/2014 10:39,780,24/02/2014 10:39,780,24/02/2014 10:40,780,24/02/2014 10:40,780,24/02/2014 10:46,778,24/02/2014 10:46,780,24/02/2014 10:46,0
4053,779,24/02/2014 10:44,779,24/02/2014 10:44,778,24/02/2014 10:45,778,24/02/2014 10:45,779,24/02/2014 10:45,778,24/02/2014 10:45,778,24/02/2014 10:45,779,24/02/2014 10:45,778,24/02/2014 10:47,778,24/02/2014 10:47,0
4054,778,24/02/2014 10:46,778,24/02/2014 10:46,779,24/02/2014 10:46,779,24/02/2014 10:47,778,24/02/2014 10:47,778,24/02/2014 10:47,779,24/02/2014 10:47,778,24/02/2014 10:47,778,24/02/2014 10:47,778,24/02/2014 10:47,0
4055,778,24/02/2014 10:47,778,24/02/2014 10:47,778,24/02/2014 10:47,778,24/02/2014 10:47,778,24/02/2014 10:49,778,24/02/2014 10:49,778,24/02/2014 10:49,798,24/02/2014 10:49,778,24/02/2014 10:50,778,24/02/2014 10:50,0
4056,778,24/02/2014 10:53,778,24/02/2014 10:53,778,24/02/2014 10:53,778,24/02/2014 10:53,779,24/02/2014 10:53,778,24/02/2014 10:53,779,24/02/2014 10:53,778,24/02/2014 10:53,778,24/02/2014 10:54,778,24/02/2014 10:54,0
4057,778,24/02/2014 10:55,778,24/02/2014 10:55,778,24/02/2014 10:55,778,24/02/2014 10:55,778,24/02/2014 10:55,778,24/02/2014 10:55,778,24/02/2014 10:55,778,24/02/2014 10:56,21,24/02/2014 11:01,21,24/02/2014 11:01,0
